attribute_id	attribute_name																																																		
a1_age_approx	Age Group	2	1	2	1	2	1	3	2	4	1	1	4	1	4	5	2	1	3	1	2	2	2	1	4	3	2	2	2	3	3	2	2	1	1	2	2	1	2	2	1	1	5	1	3	5	1	1	2	4	2
a2_weight_approx	Weight Group	2	1	1	1	1	2	3	3	4	1	1	4	1	2	5	1	1	2	1	3	1	2	1	2	2	1	1	1	3	2	2	1	1	1	2	1	1	2	1	5	1	5	1	2	5	4	1	1	4	1
a3_height_approx	Height Group	2	1	1	1	1	1	3	3	4	1	5	3	1	3	1	1	1	1	1	2	1	2	1	1	3	1	1	2	2	2	1	2	1	5	3	1	2	2	1	1	1	1	3	2	5	1	1	1	4	1
a4_gender	Gender	3	1	2	1	1	1	3	2	2	2	1	2	1	2	5	1	1	2	1	3	1	2	1	3	1	1	1	1	2	5	1	2	1	1	2	2	1	2	1	2	1	5	1	3	5	1	2	1	4	1
a5_eye_color	Eye Color	2	1	1	1	2	2	4	2	3	1	1	4	3	3	5	4	2	3	1	3	3	2	1	5	2	3	1	2	3	3	2	4	3	1	2	2	4	1	1	1	1	5	5	3	4	1	2	2	5	2
a6_hair_color	Hair Color	2	1	1	1	2	2	3	2	3	2	1	3	1	2	5	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	3	3	1	5	1	3	1	3	5	4	1	1	5	2
a7_fingerprint	Fingerprint	2	1	5	3	2	2	5	2	5	5	3	4	5	4	1	4	2	1	1	4	4	5	2	4	1	5	5	1	2	5	4	4	4	1	4	4	3	3	3	2	2	5	1	2	5	1	3	2	4	4
a8_signature	Signature	2	2	5	5	5	5	4	5	3	3	5	5	5	3	5	5	5	5	5	5	5	5	5	3	5	5	5	4	5	5	5	3	4	5	4	5	5	2	4	5	4	5	5	4	5	5	5	5	4	5
a9_face_complete	Face (Complete)	2	1	2	1	2	1	4	2	4	2	3	4	2	5	5	1	1	3	1	3	3	3	2	4	2	3	4	1	3	5	3	3	2	5	4	3	1	2	1	1	1	5	1	4	4	2	1	2	5	2
a10_face_partial	Face (Partial)	3	1	2	1	3	1	3	2	4	2	1	5	3	2	5	1	2	2	1	2	1	4	2	5	3	3	1	2	3	5	1	4	3	1	2	2	2	2	2	2	1	5	1	2	5	1	2	3	5	3
a11_tattoo	Tattoo	2	1	1	2	5	2	3	2	5	3	1	3	5	3	5	3	5	3	1	4	2	3	2	3	4	4	2	3	3	5	2	5	4	1	2	2	1	2	4	1	1	5	5	4	4	2	2	4	5	3
a12_semi_nudity	Semi-nudity	2	4	5	2	5	5	3	4	5	5	1	5	4	5	5	5	5	5	3	5	5	5	5	2	5	5	2	4	4	5	4	5	5	5	5	5	4	2	5	1	2	5	5	2	5	4	5	3	5	4
a13_full_nudity	Complete nudity	2	4	5	4	5	5	3	4	5	5	1	5	5	2	5	5	5	5	2	5	3	5	5	4	5	5	4	5	5	5	3	5	5	5	2	5	5	2	5	1	4	5	5	2	4	4	5	3	5	4
a16_race	Race	2	1	1	2	2	2	3	2	3	1	1	3	1	2	3	1	2	2	1	3	2	2	1	4	3	4	1	1	3	5	2	2	2	1	2	2	1	3	1	1	1	5	1	2	4	1	2	3	4	3
a17_color	Color	2	1	2	1	3	1	3	2	5	2	1	3	1	2	1	4	2	3	1	2	1	3	1	4	1	3	1	2	3	5	2	4	1	5	2	2	1	2	1	1	1	5	1	3	4	2	2	2	4	3
a18_ethnic_clothing	Traditional clothing	3	1	1	1	1	1	4	1	4	4	1	3	1	3	5	2	1	3	1	3	1	3	1	4	4	1	2	3	3	2	2	3	2	1	1	3	1	3	1	4	1	5	4	2	4	2	1	1	5	3
